document_id,property_id,document_type,document_name,file_format,file_size_mb,created_date,last_modified,document_status,access_level,key_terms_extracted,has_signatures,requires_renewal,expiry_date
DOC_008703,CBRE_00427,Maintenance Log,CBRE_00427_Maintenance_Log_3.csv,csv,2.55,2022-05-06,2024-12-27,Draft,Public,"general, property, management",False,False,
DOC_008704,CBRE_00427,Tenant Correspondence,CBRE_00427_Tenant_Correspondence_1.docx,docx,2.35,2022-07-24,2024-03-10,Draft,Public,"general, property, management",False,False,
DOC_008705,CBRE_00427,Tenant Correspondence,CBRE_00427_Tenant_Correspondence_2.docx,docx,4.68,2021-07-03,2023-01-29,Active,Internal,"general, property, management",False,False,
DOC_008706,CBRE_00427,Tenant Correspondence,CBRE_00427_Tenant_Correspondence_3.docx,docx,2.01,2021-12-18,2023-02-19,Draft,Internal,"general, property, management",False,False,
DOC_008707,CBRE_00427,Market Analysis,CBRE_00427_Market_Analysis_1.pptx,pptx,0.71,2022-05-30,2024-03-30,Active,Public,"general, property, management",False,False,
DOC_008708,CBRE_00427,Environmental Report,CBRE_00427_Environmental_Report_1.pdf,pdf,3.43,2022-05-01,2024-05-21,Active,Public,"general, property, management",False,False,
DOC_008709,CBRE_00428,Lease Agreement,CBRE_00428_Lease_Agreement_1.pdf,pdf,0.73,2024-05-15,2024-01-06,Active,Public,"rent, term, renewal, escalation, cam",True,True,2026-06-26
DOC_008710,CBRE_00428,Lease Agreement,CBRE_00428_Lease_Agreement_2.pdf,pdf,1.16,2023-06-26,2024-12-01,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-09-04
DOC_008711,CBRE_00428,Property Inspection Report,CBRE_00428_Property_Inspection_Report_1.pdf,pdf,2.17,2020-05-31,2023-11-01,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_008712,CBRE_00428,Property Inspection Report,CBRE_00428_Property_Inspection_Report_2.pdf,pdf,3.48,2022-05-23,2023-10-18,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_008713,CBRE_00428,Financial Statement,CBRE_00428_Financial_Statement_1.xlsx,xlsx,0.48,2024-08-11,2023-07-17,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008714,CBRE_00428,Energy Audit,CBRE_00428_Energy_Audit_1.pdf,pdf,0.16,2021-10-05,2024-04-01,Draft,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_008715,CBRE_00428,Appraisal Report,CBRE_00428_Appraisal_Report_1.pdf,pdf,3.83,2023-02-28,2023-10-06,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_008716,CBRE_00428,Insurance Policy,CBRE_00428_Insurance_Policy_1.pdf,pdf,0.15,2024-02-27,2024-10-03,Active,Internal,"general, property, management",True,True,2027-09-07
DOC_008717,CBRE_00428,Maintenance Log,CBRE_00428_Maintenance_Log_1.csv,csv,4.4,2022-12-09,2024-05-15,Draft,Internal,"general, property, management",False,False,
DOC_008718,CBRE_00428,Maintenance Log,CBRE_00428_Maintenance_Log_2.csv,csv,4.46,2022-09-03,2023-10-01,Active,Confidential,"general, property, management",False,False,
DOC_008719,CBRE_00428,Maintenance Log,CBRE_00428_Maintenance_Log_3.csv,csv,3.48,2020-10-01,2023-04-15,Active,Internal,"general, property, management",False,False,
DOC_008720,CBRE_00428,Maintenance Log,CBRE_00428_Maintenance_Log_4.csv,csv,1.33,2024-09-28,2024-03-31,Active,Public,"general, property, management",False,False,
DOC_008721,CBRE_00428,Tenant Correspondence,CBRE_00428_Tenant_Correspondence_1.docx,docx,2.04,2021-05-29,2023-12-03,Active,Internal,"general, property, management",False,False,
DOC_008722,CBRE_00428,Tenant Correspondence,CBRE_00428_Tenant_Correspondence_2.docx,docx,1.06,2024-12-22,2023-11-26,Active,Confidential,"general, property, management",False,False,
DOC_008723,CBRE_00428,Tenant Correspondence,CBRE_00428_Tenant_Correspondence_3.docx,docx,2.52,2023-03-19,2024-08-23,Active,Confidential,"general, property, management",False,False,
DOC_008724,CBRE_00428,Tenant Correspondence,CBRE_00428_Tenant_Correspondence_4.docx,docx,0.46,2021-10-31,2024-09-16,Active,Internal,"general, property, management",False,False,
DOC_008725,CBRE_00428,Market Analysis,CBRE_00428_Market_Analysis_1.pptx,pptx,2.54,2022-09-12,2023-07-12,Active,Confidential,"general, property, management",False,False,
DOC_008726,CBRE_00428,Environmental Report,CBRE_00428_Environmental_Report_1.pdf,pdf,0.37,2022-01-24,2024-01-28,Active,Confidential,"general, property, management",False,False,
DOC_008727,CBRE_00429,Lease Agreement,CBRE_00429_Lease_Agreement_1.pdf,pdf,0.29,2024-06-09,2023-09-30,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2026-10-30
DOC_008728,CBRE_00429,Lease Agreement,CBRE_00429_Lease_Agreement_2.pdf,pdf,0.75,2022-09-27,2024-07-12,Active,Public,"rent, term, renewal, escalation, cam",True,True,2027-03-22
DOC_008729,CBRE_00429,Lease Agreement,CBRE_00429_Lease_Agreement_3.pdf,pdf,0.66,2020-05-23,2024-08-09,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-12-17
DOC_008730,CBRE_00429,Property Inspection Report,CBRE_00429_Property_Inspection_Report_1.pdf,pdf,4.29,2022-06-27,2023-02-05,Draft,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_008731,CBRE_00429,Financial Statement,CBRE_00429_Financial_Statement_1.xlsx,xlsx,4.5,2023-02-04,2023-01-14,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008732,CBRE_00429,Financial Statement,CBRE_00429_Financial_Statement_2.xlsx,xlsx,4.18,2023-03-09,2024-12-15,Draft,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008733,CBRE_00429,Financial Statement,CBRE_00429_Financial_Statement_3.xlsx,xlsx,3.57,2024-04-26,2024-02-02,Draft,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008734,CBRE_00429,Energy Audit,CBRE_00429_Energy_Audit_1.pdf,pdf,2.97,2021-06-17,2024-09-03,Draft,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_008735,CBRE_00429,Appraisal Report,CBRE_00429_Appraisal_Report_1.pdf,pdf,2.71,2024-05-07,2023-11-27,Active,Public,"value, comparables, market, highest best use, cap rate",False,False,
DOC_008736,CBRE_00429,Insurance Policy,CBRE_00429_Insurance_Policy_1.pdf,pdf,0.63,2024-11-20,2023-01-28,Active,Confidential,"general, property, management",True,True,2027-04-09
DOC_008737,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_1.csv,csv,1.3,2021-01-23,2023-04-11,Active,Internal,"general, property, management",False,False,
DOC_008738,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_2.csv,csv,2.21,2020-04-22,2023-05-07,Active,Public,"general, property, management",False,False,
DOC_008739,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_3.csv,csv,3.26,2024-07-28,2023-12-30,Active,Internal,"general, property, management",False,False,
DOC_008740,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_4.csv,csv,4.78,2024-11-06,2024-11-01,Active,Internal,"general, property, management",False,False,
DOC_008741,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_5.csv,csv,2.45,2022-10-10,2024-02-17,Active,Public,"general, property, management",False,False,
DOC_008742,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_6.csv,csv,0.32,2024-12-12,2024-04-03,Draft,Confidential,"general, property, management",False,False,
DOC_008743,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_7.csv,csv,1.51,2021-03-18,2024-12-01,Active,Internal,"general, property, management",False,False,
DOC_008744,CBRE_00429,Maintenance Log,CBRE_00429_Maintenance_Log_8.csv,csv,4.78,2020-01-07,2023-05-04,Draft,Internal,"general, property, management",False,False,
DOC_008745,CBRE_00429,Tenant Correspondence,CBRE_00429_Tenant_Correspondence_1.docx,docx,0.85,2022-08-22,2023-06-18,Active,Internal,"general, property, management",False,False,
DOC_008746,CBRE_00429,Tenant Correspondence,CBRE_00429_Tenant_Correspondence_2.docx,docx,2.72,2020-02-16,2024-06-08,Draft,Public,"general, property, management",False,False,
DOC_008747,CBRE_00429,Tenant Correspondence,CBRE_00429_Tenant_Correspondence_3.docx,docx,1.05,2021-12-18,2024-07-22,Active,Public,"general, property, management",False,False,
DOC_008748,CBRE_00429,Tenant Correspondence,CBRE_00429_Tenant_Correspondence_4.docx,docx,1.64,2022-05-23,2024-06-28,Active,Internal,"general, property, management",False,False,
DOC_008749,CBRE_00429,Market Analysis,CBRE_00429_Market_Analysis_1.pptx,pptx,1.51,2024-09-30,2024-04-01,Draft,Confidential,"general, property, management",False,False,
DOC_008750,CBRE_00429,Environmental Report,CBRE_00429_Environmental_Report_1.pdf,pdf,0.77,2023-03-27,2024-03-09,Draft,Confidential,"general, property, management",False,False,
DOC_008751,CBRE_00430,Lease Agreement,CBRE_00430_Lease_Agreement_1.pdf,pdf,2.42,2023-12-18,2023-11-01,Active,Public,"rent, term, renewal, escalation, cam",True,True,2027-02-14
DOC_008752,CBRE_00430,Property Inspection Report,CBRE_00430_Property_Inspection_Report_1.pdf,pdf,4.95,2020-08-05,2024-03-29,Active,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_008753,CBRE_00430,Financial Statement,CBRE_00430_Financial_Statement_1.xlsx,xlsx,2.3,2020-05-23,2024-10-10,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008754,CBRE_00430,Financial Statement,CBRE_00430_Financial_Statement_2.xlsx,xlsx,1.07,2021-03-29,2024-11-10,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008755,CBRE_00430,Financial Statement,CBRE_00430_Financial_Statement_3.xlsx,xlsx,3.66,2022-03-17,2023-09-30,Active,Public,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008756,CBRE_00430,Energy Audit,CBRE_00430_Energy_Audit_1.pdf,pdf,3.6,2021-11-21,2024-02-10,Active,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_008757,CBRE_00430,Appraisal Report,CBRE_00430_Appraisal_Report_1.pdf,pdf,2.02,2020-09-26,2024-12-24,Archived,Public,"value, comparables, market, highest best use, cap rate",False,False,
DOC_008758,CBRE_00430,Insurance Policy,CBRE_00430_Insurance_Policy_1.pdf,pdf,3.91,2021-08-26,2024-08-01,Active,Internal,"general, property, management",True,True,2027-04-04
DOC_008759,CBRE_00430,Maintenance Log,CBRE_00430_Maintenance_Log_1.csv,csv,3.95,2022-09-09,2024-04-27,Archived,Confidential,"general, property, management",False,False,
DOC_008760,CBRE_00430,Maintenance Log,CBRE_00430_Maintenance_Log_2.csv,csv,0.56,2023-07-04,2024-10-01,Active,Confidential,"general, property, management",False,False,
DOC_008761,CBRE_00430,Maintenance Log,CBRE_00430_Maintenance_Log_3.csv,csv,0.89,2022-05-26,2024-12-25,Active,Public,"general, property, management",False,False,
DOC_008762,CBRE_00430,Maintenance Log,CBRE_00430_Maintenance_Log_4.csv,csv,3.03,2022-03-04,2024-06-24,Active,Public,"general, property, management",False,False,
DOC_008763,CBRE_00430,Maintenance Log,CBRE_00430_Maintenance_Log_5.csv,csv,3.4,2021-02-12,2023-06-13,Active,Internal,"general, property, management",False,False,
DOC_008764,CBRE_00430,Maintenance Log,CBRE_00430_Maintenance_Log_6.csv,csv,3.58,2020-02-14,2023-11-30,Active,Internal,"general, property, management",False,False,
DOC_008765,CBRE_00430,Maintenance Log,CBRE_00430_Maintenance_Log_7.csv,csv,3.99,2024-05-15,2024-01-29,Draft,Internal,"general, property, management",False,False,
DOC_008766,CBRE_00430,Tenant Correspondence,CBRE_00430_Tenant_Correspondence_1.docx,docx,4.75,2021-06-07,2023-07-31,Active,Confidential,"general, property, management",False,False,
DOC_008767,CBRE_00430,Tenant Correspondence,CBRE_00430_Tenant_Correspondence_2.docx,docx,4.27,2024-11-23,2024-05-07,Draft,Confidential,"general, property, management",False,False,
DOC_008768,CBRE_00430,Market Analysis,CBRE_00430_Market_Analysis_1.pptx,pptx,4.73,2020-05-08,2023-07-09,Active,Internal,"general, property, management",False,False,
DOC_008769,CBRE_00430,Environmental Report,CBRE_00430_Environmental_Report_1.pdf,pdf,3.61,2022-01-17,2023-04-03,Active,Public,"general, property, management",False,False,
DOC_008770,CBRE_00431,Lease Agreement,CBRE_00431_Lease_Agreement_1.pdf,pdf,4.69,2021-11-09,2023-04-23,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-01-13
DOC_008771,CBRE_00431,Property Inspection Report,CBRE_00431_Property_Inspection_Report_1.pdf,pdf,0.66,2020-01-19,2023-11-21,Active,Confidential,"hvac, roof, structural, safety, code",False,False,
DOC_008772,CBRE_00431,Financial Statement,CBRE_00431_Financial_Statement_1.xlsx,xlsx,3.35,2023-08-20,2023-03-03,Active,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008773,CBRE_00431,Energy Audit,CBRE_00431_Energy_Audit_1.pdf,pdf,4.87,2024-04-30,2024-04-25,Active,Public,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_008774,CBRE_00431,Appraisal Report,CBRE_00431_Appraisal_Report_1.pdf,pdf,1.93,2022-09-18,2023-01-03,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_008775,CBRE_00431,Insurance Policy,CBRE_00431_Insurance_Policy_1.pdf,pdf,4.23,2024-09-15,2024-06-07,Active,Internal,"general, property, management",True,True,2027-03-13
DOC_008776,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_1.csv,csv,1.05,2021-02-21,2023-02-04,Active,Internal,"general, property, management",False,False,
DOC_008777,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_2.csv,csv,2.43,2021-05-16,2023-12-03,Active,Confidential,"general, property, management",False,False,
DOC_008778,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_3.csv,csv,4.49,2024-10-31,2024-03-26,Active,Confidential,"general, property, management",False,False,
DOC_008779,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_4.csv,csv,4.49,2022-04-03,2023-01-07,Active,Internal,"general, property, management",False,False,
DOC_008780,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_5.csv,csv,0.16,2024-09-02,2024-08-29,Active,Confidential,"general, property, management",False,False,
DOC_008781,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_6.csv,csv,4.65,2022-09-20,2024-09-17,Draft,Confidential,"general, property, management",False,False,
DOC_008782,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_7.csv,csv,4.12,2024-07-06,2023-04-21,Active,Confidential,"general, property, management",False,False,
DOC_008783,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_8.csv,csv,4.73,2023-11-07,2024-03-07,Active,Internal,"general, property, management",False,False,
DOC_008784,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_9.csv,csv,3.09,2021-07-29,2023-10-12,Active,Internal,"general, property, management",False,False,
DOC_008785,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_10.csv,csv,2.34,2024-09-10,2024-11-05,Archived,Confidential,"general, property, management",False,False,
DOC_008786,CBRE_00431,Maintenance Log,CBRE_00431_Maintenance_Log_11.csv,csv,3.65,2021-10-14,2023-07-01,Active,Internal,"general, property, management",False,False,
DOC_008787,CBRE_00431,Tenant Correspondence,CBRE_00431_Tenant_Correspondence_1.docx,docx,1.32,2023-01-19,2024-04-22,Active,Internal,"general, property, management",False,False,
DOC_008788,CBRE_00431,Tenant Correspondence,CBRE_00431_Tenant_Correspondence_2.docx,docx,2.85,2020-09-20,2023-02-01,Active,Confidential,"general, property, management",False,False,
DOC_008789,CBRE_00431,Tenant Correspondence,CBRE_00431_Tenant_Correspondence_3.docx,docx,4.81,2024-05-11,2024-10-28,Active,Internal,"general, property, management",False,False,
DOC_008790,CBRE_00431,Tenant Correspondence,CBRE_00431_Tenant_Correspondence_4.docx,docx,4.27,2024-07-10,2024-06-01,Active,Confidential,"general, property, management",False,False,
DOC_008791,CBRE_00431,Market Analysis,CBRE_00431_Market_Analysis_1.pptx,pptx,3.92,2022-01-17,2023-11-17,Active,Confidential,"general, property, management",False,False,
DOC_008792,CBRE_00431,Environmental Report,CBRE_00431_Environmental_Report_1.pdf,pdf,5.0,2022-09-26,2024-08-18,Active,Confidential,"general, property, management",False,False,
DOC_008793,CBRE_00432,Lease Agreement,CBRE_00432_Lease_Agreement_1.pdf,pdf,0.42,2022-10-09,2023-07-06,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-01-13
DOC_008794,CBRE_00432,Lease Agreement,CBRE_00432_Lease_Agreement_2.pdf,pdf,2.56,2024-05-22,2024-03-25,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-05-01
DOC_008795,CBRE_00432,Lease Agreement,CBRE_00432_Lease_Agreement_3.pdf,pdf,4.28,2024-11-24,2023-09-23,Archived,Internal,"rent, term, renewal, escalation, cam",True,True,2027-07-12
DOC_008796,CBRE_00432,Property Inspection Report,CBRE_00432_Property_Inspection_Report_1.pdf,pdf,4.42,2024-12-13,2024-05-01,Draft,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_008797,CBRE_00432,Property Inspection Report,CBRE_00432_Property_Inspection_Report_2.pdf,pdf,0.28,2022-03-28,2024-10-19,Active,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_008798,CBRE_00432,Financial Statement,CBRE_00432_Financial_Statement_1.xlsx,xlsx,4.92,2022-07-23,2023-04-23,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008799,CBRE_00432,Financial Statement,CBRE_00432_Financial_Statement_2.xlsx,xlsx,3.18,2023-09-12,2024-07-14,Active,Public,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008800,CBRE_00432,Financial Statement,CBRE_00432_Financial_Statement_3.xlsx,xlsx,4.34,2024-12-05,2024-05-10,Draft,Confidential,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008801,CBRE_00432,Energy Audit,CBRE_00432_Energy_Audit_1.pdf,pdf,1.37,2021-01-23,2024-08-17,Archived,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_008802,CBRE_00432,Appraisal Report,CBRE_00432_Appraisal_Report_1.pdf,pdf,2.72,2021-08-22,2023-06-09,Draft,Confidential,"value, comparables, market, highest best use, cap rate",False,False,
DOC_008803,CBRE_00432,Insurance Policy,CBRE_00432_Insurance_Policy_1.pdf,pdf,2.56,2023-07-07,2024-06-24,Active,Confidential,"general, property, management",True,True,2026-03-24
DOC_008804,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_1.csv,csv,0.34,2024-01-09,2024-01-27,Active,Internal,"general, property, management",False,False,
DOC_008805,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_2.csv,csv,4.85,2023-11-26,2024-09-22,Active,Internal,"general, property, management",False,False,
DOC_008806,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_3.csv,csv,0.14,2023-12-06,2024-03-31,Active,Confidential,"general, property, management",False,False,
DOC_008807,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_4.csv,csv,0.45,2020-03-01,2024-06-09,Active,Internal,"general, property, management",False,False,
DOC_008808,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_5.csv,csv,3.85,2020-03-03,2024-01-16,Active,Internal,"general, property, management",False,False,
DOC_008809,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_6.csv,csv,2.22,2022-12-12,2023-11-18,Active,Public,"general, property, management",False,False,
DOC_008810,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_7.csv,csv,0.49,2020-02-22,2023-06-24,Active,Internal,"general, property, management",False,False,
DOC_008811,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_8.csv,csv,2.96,2020-12-13,2023-06-09,Active,Public,"general, property, management",False,False,
DOC_008812,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_9.csv,csv,1.81,2024-02-17,2024-12-05,Archived,Internal,"general, property, management",False,False,
DOC_008813,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_10.csv,csv,2.62,2022-02-23,2023-09-11,Active,Public,"general, property, management",False,False,
DOC_008814,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_11.csv,csv,3.92,2022-02-16,2024-04-06,Archived,Public,"general, property, management",False,False,
DOC_008815,CBRE_00432,Maintenance Log,CBRE_00432_Maintenance_Log_12.csv,csv,4.62,2023-06-10,2024-07-07,Active,Internal,"general, property, management",False,False,
DOC_008816,CBRE_00432,Tenant Correspondence,CBRE_00432_Tenant_Correspondence_1.docx,docx,2.05,2024-09-06,2023-09-06,Active,Internal,"general, property, management",False,False,
DOC_008817,CBRE_00432,Tenant Correspondence,CBRE_00432_Tenant_Correspondence_2.docx,docx,3.84,2024-10-11,2024-12-10,Active,Confidential,"general, property, management",False,False,
DOC_008818,CBRE_00432,Tenant Correspondence,CBRE_00432_Tenant_Correspondence_3.docx,docx,2.26,2024-11-28,2024-11-08,Draft,Confidential,"general, property, management",False,False,
DOC_008819,CBRE_00432,Tenant Correspondence,CBRE_00432_Tenant_Correspondence_4.docx,docx,1.65,2023-08-27,2023-06-30,Active,Public,"general, property, management",False,False,
DOC_008820,CBRE_00432,Market Analysis,CBRE_00432_Market_Analysis_1.pptx,pptx,0.48,2024-04-10,2023-05-26,Active,Internal,"general, property, management",False,False,
DOC_008821,CBRE_00432,Environmental Report,CBRE_00432_Environmental_Report_1.pdf,pdf,4.4,2021-10-10,2023-12-25,Active,Internal,"general, property, management",False,False,
DOC_008822,CBRE_00433,Lease Agreement,CBRE_00433_Lease_Agreement_1.pdf,pdf,0.43,2024-03-17,2024-12-07,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-12-09
DOC_008823,CBRE_00433,Lease Agreement,CBRE_00433_Lease_Agreement_2.pdf,pdf,0.23,2022-09-12,2024-07-17,Active,Public,"rent, term, renewal, escalation, cam",True,True,2027-01-15
DOC_008824,CBRE_00433,Property Inspection Report,CBRE_00433_Property_Inspection_Report_1.pdf,pdf,2.88,2020-11-20,2024-12-21,Draft,Internal,"hvac, roof, structural, safety, code",False,False,
DOC_008825,CBRE_00433,Financial Statement,CBRE_00433_Financial_Statement_1.xlsx,xlsx,2.84,2022-02-24,2023-01-09,Active,Internal,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008826,CBRE_00433,Financial Statement,CBRE_00433_Financial_Statement_2.xlsx,xlsx,4.42,2023-01-11,2023-09-16,Draft,Public,"noi, revenue, expenses, capex, cash flow",False,False,
DOC_008827,CBRE_00433,Energy Audit,CBRE_00433_Energy_Audit_1.pdf,pdf,1.47,2022-02-20,2024-02-06,Active,Internal,"consumption, efficiency, hvac, lighting, recommendations",False,False,
DOC_008828,CBRE_00433,Appraisal Report,CBRE_00433_Appraisal_Report_1.pdf,pdf,1.99,2021-11-24,2024-08-21,Active,Internal,"value, comparables, market, highest best use, cap rate",False,False,
DOC_008829,CBRE_00433,Insurance Policy,CBRE_00433_Insurance_Policy_1.pdf,pdf,1.68,2021-01-03,2023-11-26,Archived,Internal,"general, property, management",True,True,2026-04-15
DOC_008830,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_1.csv,csv,1.28,2021-06-30,2023-08-04,Active,Internal,"general, property, management",False,False,
DOC_008831,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_2.csv,csv,4.17,2024-01-09,2023-05-21,Active,Internal,"general, property, management",False,False,
DOC_008832,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_3.csv,csv,0.56,2023-08-02,2023-04-24,Active,Internal,"general, property, management",False,False,
DOC_008833,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_4.csv,csv,2.28,2022-10-07,2024-09-19,Draft,Confidential,"general, property, management",False,False,
DOC_008834,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_5.csv,csv,1.07,2022-02-24,2024-11-14,Active,Confidential,"general, property, management",False,False,
DOC_008835,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_6.csv,csv,0.5,2024-04-14,2023-01-15,Draft,Confidential,"general, property, management",False,False,
DOC_008836,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_7.csv,csv,2.52,2021-06-09,2023-10-11,Active,Confidential,"general, property, management",False,False,
DOC_008837,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_8.csv,csv,0.36,2021-03-04,2023-11-12,Active,Internal,"general, property, management",False,False,
DOC_008838,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_9.csv,csv,2.69,2022-02-15,2023-10-26,Active,Internal,"general, property, management",False,False,
DOC_008839,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_10.csv,csv,4.85,2024-01-01,2024-01-10,Active,Internal,"general, property, management",False,False,
DOC_008840,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_11.csv,csv,1.12,2020-07-01,2024-04-27,Draft,Confidential,"general, property, management",False,False,
DOC_008841,CBRE_00433,Maintenance Log,CBRE_00433_Maintenance_Log_12.csv,csv,3.92,2021-06-30,2023-11-09,Active,Internal,"general, property, management",False,False,
DOC_008842,CBRE_00433,Tenant Correspondence,CBRE_00433_Tenant_Correspondence_1.docx,docx,4.76,2023-06-14,2024-03-11,Draft,Internal,"general, property, management",False,False,
DOC_008843,CBRE_00433,Tenant Correspondence,CBRE_00433_Tenant_Correspondence_2.docx,docx,1.68,2020-07-08,2023-07-18,Active,Internal,"general, property, management",False,False,
DOC_008844,CBRE_00433,Tenant Correspondence,CBRE_00433_Tenant_Correspondence_3.docx,docx,3.34,2024-09-03,2023-08-13,Active,Confidential,"general, property, management",False,False,
DOC_008845,CBRE_00433,Tenant Correspondence,CBRE_00433_Tenant_Correspondence_4.docx,docx,1.84,2022-05-29,2024-06-20,Active,Internal,"general, property, management",False,False,
DOC_008846,CBRE_00433,Tenant Correspondence,CBRE_00433_Tenant_Correspondence_5.docx,docx,0.98,2023-11-20,2023-12-17,Draft,Confidential,"general, property, management",False,False,
DOC_008847,CBRE_00433,Market Analysis,CBRE_00433_Market_Analysis_1.pptx,pptx,4.16,2023-12-15,2024-12-07,Active,Internal,"general, property, management",False,False,
DOC_008848,CBRE_00433,Environmental Report,CBRE_00433_Environmental_Report_1.pdf,pdf,1.55,2023-02-01,2023-12-02,Draft,Confidential,"general, property, management",False,False,
DOC_008849,CBRE_00434,Lease Agreement,CBRE_00434_Lease_Agreement_1.pdf,pdf,4.49,2023-07-04,2023-11-03,Active,Internal,"rent, term, renewal, escalation, cam",True,True,2027-08-04
DOC_008850,CBRE_00434,Lease Agreement,CBRE_00434_Lease_Agreement_2.pdf,pdf,1.92,2020-03-18,2024-01-26,Active,Confidential,"rent, term, renewal, escalation, cam",True,True,2026-02-08
DOC_008851,CBRE_00434,Lease Agreement,CBRE_00434_Lease_Agreement_3.pdf,pdf,0.68,2020-05-09,2023-03-15,Draft,Confidential,"rent, term, renewal, escalation, cam",True,True,2027-05-12
DOC_008852,CBRE_00434,Property Inspection Report,CBRE_00434_Property_Inspection_Report_1.pdf,pdf,1.02,2021-08-11,2024-10-24,Active,Public,"hvac, roof, structural, safety, code",False,False,
DOC_008853,CBRE_00434,Property Inspection Report,CBRE_00434_Property_Inspection_Report_2.pdf,pdf,3.52,2024-12-25,2023-06-15,Draft,Public,"hvac, roof, structural, safety, code",False,False,
